method,context_mode,id,title,category,question,expected_answer,predicted_answer,expected_evidence,predicted_evidence,retrieval_hit,answer_match,evidence_match,group_match,token_f1,confidence,retrieval_score,model
bm25+legal-bert,full-document,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_3,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?","If, within the twenty-four  (24) month warranty                   period set forth above,  Company  received from Distributor or                   any of  Distributor's  end-user's  a notice  which may be oral                   notice  confirmed in writing)  that any of the  Products  sold                   hereunder do not meet the Warranties  specified above, Company                   shall  thereupon  correct  each such defect by  providing  the                   necessary repairs,  and/or replacement parts, or if necessary,                   Products.","If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.","If, within the twenty-four  (24) month warranty                   period set forth above,  Company  received from Distributor or                   any of  Distributor's  end-user's  a notice  which may be oral                   notice  confirmed in writing)  that any of the  Products  sold                   hereunder do not meet the Warranties  specified above, Company                   shall  thereupon  correct  each such defect by  providing  the                   necessary repairs,  and/or replacement parts, or if necessary,                   Products.","3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",1,1,1,1,1.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_4,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?","The  Company  represents  that,  to the  best  of its                            knowledge,  Products are in compliance with all laws,                            and  that  the  Products  will  not be  hazardous  or                            dangerous  when  used  for  their  intended  purpose.                            Products  do not  cause  harmful  emissions  or other                            environmental  hazards and Products do not violate or                            infringe any patents, copyrights, trademarks or other                            rights  of  nay  third  party(ies).","If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.","The  Company  represents  that,  to the  best  of its                            knowledge,  Products are in compliance with all laws,                            and  that  the  Products  will  not be  hazardous  or                            dangerous  when  used  for  their  intended  purpose.                            Products  do not  cause  harmful  emissions  or other                            environmental  hazards and Products do not violate or                            infringe any patents, copyrights, trademarks or other                            rights  of  nay  third  party(ies).","3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,1,0.2857,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_5,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",The Company reserves the                   right to reject any Products  that are not factory  sealed and                   in new and unused  condition.,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",The Company reserves the                   right to reject any Products  that are not factory  sealed and                   in new and unused  condition.,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,1,0.2143,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_6,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?","If Company does not give Annual                            Notice  pursuant to Section  3.1 hereof,  Distributor                            may, within 90 days of  modification,  improvement or                            alteration,  return the Products to the Company.","If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.","If Company does not give Annual                            Notice  pursuant to Section  3.1 hereof,  Distributor                            may, within 90 days of  modification,  improvement or                            alteration,  return the Products to the Company.","3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,1,0.2826,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Warranty Duration_7,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?","Company  further  warrants that the                   Products sold hereunder  shall be free from defects in design,                   materials and  workmanship  for a period of  twenty-four  (24)                   months after delivery to Distributor's  end-user.","If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.","Company  further  warrants that the                   Products sold hereunder  shall be free from defects in design,                   materials and  workmanship  for a period of  twenty-four  (24)                   months after delivery to Distributor's  end-user.","3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",1,0,0,1,0.4043,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT__Warranty Duration_0","WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",Google warrants that the Distribution Products will for a period of [ * ] from the date of their supply to Distributor be free from any defect  which has a materially adverse effect on their use or operation.,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",Google warrants that the Distribution Products will for a period of [ * ] from the date of their supply to Distributor be free from any defect  which has a materially adverse effect on their use or operation.,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",1,0,0,0,0.3030,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT__Warranty Duration_0,NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT__Warranty Duration_0,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT__Warranty Duration_0","KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT__Warranty Duration_0","VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,"MetLife, Inc. - Remarketing Agreement__Warranty Duration_0","MetLife, Inc. - Remarketing Agreement",Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT__Warranty Duration_0","FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?","If within one (1) year from the date of completion of Work acceptance, or within one (1) year from the completion of all other work or services and acceptance by EDGE (or within any longer materials warranty period as set forth above), any defects exists or arise, then in each case upon receipt of notice of such defect, Subcontractor shall (unless EDGE chooses another remedy) promptly cause such defect(s) to be repaired or remedied at Subcontractor's sole cost and expense, including but not limited to the costs of transportation, uncovering, removal, disposal, replacement, correction, installation and covering.","If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.","If within one (1) year from the date of completion of Work acceptance, or within one (1) year from the completion of all other work or services and acceptance by EDGE (or within any longer materials warranty period as set forth above), any defects exists or arise, then in each case upon receipt of notice of such defect, Subcontractor shall (unless EDGE chooses another remedy) promptly cause such defect(s) to be repaired or remedied at Subcontractor's sole cost and expense, including but not limited to the costs of transportation, uncovering, removal, disposal, replacement, correction, installation and covering.","3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.3704,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT__Warranty Duration_1","FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?","These warranties extend to the future performance of the materials and shall continue for the longer of (a) the warranty period applicable to EDGE' sales to Customer of the material or of products which incorporate the material, (b) one year after the material is accepted by EDGE or (c) such greater period as may be specified elsewhere in this Agreement. Repaired and replacement material shall be warranted as set forth above in this clause.","If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.","These warranties extend to the future performance of the materials and shall continue for the longer of (a) the warranty period applicable to EDGE' sales to Customer of the material or of products which incorporate the material, (b) one year after the material is accepted by EDGE or (c) such greater period as may be specified elsewhere in this Agreement. Repaired and replacement material shall be warranted as set forth above in this clause.","3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.3913,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT__Warranty Duration_0,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3__Warranty Duration_0,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
bm25+legal-bert,full-document,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement__Warranty Duration_0,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Warranty Duration,"What warranty period, duration, days, months, defect, repair, or product obligations are stated?",,"If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products.",,"3.4 Warranty Work. If, within the twenty-four (24) month warranty period set forth above, Company received from Distributor or any of Distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the Products sold hereunder do not meet the Warranties specified above, Company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, Products. Company shall promptly respond to any timely notice of defect. Unless otherwise expressly agreed to in writing by Distributor or Distributor's and-user, Company shall bear the reasonable expense of all labor, materials and shipping expended or used in connection with the correction of any defects in the Products occasioned by the non-conformance of the Product with Company's warranty as set forth herein. Company shall be entitled to dispute whether a Product is defective. In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective Product for which there is no reasonable possibility of performance by Company, Distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by Company.",0,0,0,0,0.0000,0.7754,20.4823,/Users/madot/Desktop/ai_project_nlp/models/legal-bert-qa (fallback)
